1.272000000000000000e+03,-1.700000000000000000e+01
2.150000000000000000e+03,-2.100000000000000000e+01
3.143000000000000000e+03,-2.000000000000000000e+01
4.097000000000000000e+03,-2.000000000000000000e+01
4.882000000000000000e+03,-2.100000000000000000e+01
5.850000000000000000e+03,-2.100000000000000000e+01
6.897000000000000000e+03,-2.000000000000000000e+01
8.010000000000000000e+03,-1.800000000000000000e+01
8.906000000000000000e+03,-2.100000000000000000e+01
9.799000000000000000e+03,-2.000000000000000000e+01
1.088400000000000000e+04,-2.100000000000000000e+01
1.191400000000000000e+04,-2.000000000000000000e+01
1.304800000000000000e+04,-2.000000000000000000e+01
1.420100000000000000e+04,-1.900000000000000000e+01
1.502400000000000000e+04,-2.100000000000000000e+01
1.634400000000000000e+04,-1.800000000000000000e+01
1.729500000000000000e+04,-2.000000000000000000e+01
1.840500000000000000e+04,-1.900000000000000000e+01
1.953200000000000000e+04,-2.100000000000000000e+01
2.069300000000000000e+04,-1.900000000000000000e+01
2.198200000000000000e+04,-1.700000000000000000e+01
2.298200000000000000e+04,-2.000000000000000000e+01
2.452400000000000000e+04,-1.700000000000000000e+01
2.561700000000000000e+04,-2.100000000000000000e+01
2.676700000000000000e+04,-2.000000000000000000e+01
2.795600000000000000e+04,-1.800000000000000000e+01
2.930000000000000000e+04,-1.800000000000000000e+01
3.066700000000000000e+04,-1.800000000000000000e+01
3.198000000000000000e+04,-1.700000000000000000e+01
3.335900000000000000e+04,-1.900000000000000000e+01
3.518100000000000000e+04,-1.600000000000000000e+01
3.641000000000000000e+04,-2.100000000000000000e+01
3.750200000000000000e+04,-1.800000000000000000e+01
3.904100000000000000e+04,-1.700000000000000000e+01
4.043300000000000000e+04,-1.500000000000000000e+01
4.221800000000000000e+04,-1.700000000000000000e+01
4.359400000000000000e+04,-1.600000000000000000e+01
4.462300000000000000e+04,-1.900000000000000000e+01
4.617000000000000000e+04,-1.400000000000000000e+01
4.738700000000000000e+04,-1.800000000000000000e+01
4.838000000000000000e+04,-2.000000000000000000e+01
4.995200000000000000e+04,-1.700000000000000000e+01
5.145800000000000000e+04,-1.600000000000000000e+01
5.337200000000000000e+04,-1.200000000000000000e+01
5.434700000000000000e+04,-1.900000000000000000e+01
5.609800000000000000e+04,-1.100000000000000000e+01
5.760000000000000000e+04,-1.700000000000000000e+01
5.925400000000000000e+04,-1.300000000000000000e+01
6.073800000000000000e+04,-1.500000000000000000e+01
6.219900000000000000e+04,-1.800000000000000000e+01
6.393600000000000000e+04,-1.500000000000000000e+01
6.539900000000000000e+04,-1.800000000000000000e+01
6.743600000000000000e+04,-1.100000000000000000e+01
6.887000000000000000e+04,-1.700000000000000000e+01
7.064700000000000000e+04,-1.500000000000000000e+01
7.249600000000000000e+04,-1.200000000000000000e+01
7.405700000000000000e+04,-1.400000000000000000e+01
7.598200000000000000e+04,-1.300000000000000000e+01
7.803500000000000000e+04,-1.000000000000000000e+01
7.975800000000000000e+04,-1.300000000000000000e+01
8.150000000000000000e+04,-1.400000000000000000e+01
8.360800000000000000e+04,-8.000000000000000000e+00
8.528400000000000000e+04,-1.600000000000000000e+01
8.680300000000000000e+04,-1.400000000000000000e+01
8.896600000000000000e+04,-1.300000000000000000e+01
9.076000000000000000e+04,-1.500000000000000000e+01
9.252700000000000000e+04,-1.300000000000000000e+01
9.378700000000000000e+04,-2.100000000000000000e+01
9.612000000000000000e+04,-8.000000000000000000e+00
9.775300000000000000e+04,-1.400000000000000000e+01
9.942900000000000000e+04,-1.400000000000000000e+01
1.011050000000000000e+05,-1.400000000000000000e+01
1.034990000000000000e+05,-5.000000000000000000e+00
1.055940000000000000e+05,-1.100000000000000000e+01
1.074320000000000000e+05,-1.300000000000000000e+01
1.090780000000000000e+05,-1.500000000000000000e+01
1.107940000000000000e+05,-1.400000000000000000e+01
1.130170000000000000e+05,-7.000000000000000000e+00
1.154600000000000000e+05,-4.000000000000000000e+00
1.173910000000000000e+05,-1.500000000000000000e+01
1.197660000000000000e+05,-7.000000000000000000e+00
1.215120000000000000e+05,-1.300000000000000000e+01
1.236300000000000000e+05,-1.100000000000000000e+01
